"ID"|"FIRST_NAME"|"LAST_NAME"|"GENDER"|"AGE"|"OCCUPATION"|"MARITALSTATUS_OUT"|"SALARY_OUT"|"ADDRESS"|"CITY"|"STATE"|"ZIP"|"PHONE"|"ALT_PHONE"|"EMAIL"|"SUBDATE"|"NUMBER_OF_RENTALS"
5426|Eileen|Stottlar|M|"25-34"|Sales/Marketing|Divorced|"100,000-149,999"|"3201 Alameda Ave"|||"61101"|"815-261-8131"|"614-257-3170"|eileen@stottlar.com|"2013-09-29T00:00:00.000Z"|496
5394|Irmgard|Schwenck|M|"18-24"|Other|Divorced|> 200,000|"3196 Hamilton Blvd"|||"45202"|"513-367-8048"|"523-704-7467"|irmgard.schwenck@aol.com|"2014-06-14T00:00:00.000Z"|342
5318|Vonnie|Steed|M|"18-24"|Technical/Engineer|Divorced|"150,000-199,999"|"93 Nw Englewood Rd"|||"19014"|"610-261-4961"|"736-129-613"|vonnie.steedgmail.com|"2014-04-15T00:00:00.000Z"|85
5308|Kelsey|Schlesener|M|"56+"|Executive/Managerial|Divorced|"150,000-199,999"|"10 Red Lion Rd"|||"38134"|"901-224-1963"|"843-847-7067"|kschlesener@yahoo.com|"2014-05-30T00:00:00.000Z"|391
5585|Victor|Moothart|M|"25-34"|College/Grad Student|Divorced|> 200,000|"68 Ne Osceola Ave"|||"07605"|"201-578-6722"|"791-760-6481"|victor.moothart@cox.net|"2015-08-21T00:00:00.000Z"|320
5360|Jeannetta|Sando|M|"18-24"|Programmer|Divorced|< 50,000|"13358 12th St W #3402"|||"08812"|"732-320-6416"|"317-912-4055"|jeannetta_sando@aol.com|"2013-02-19T00:00:00.000Z"|943
5616|Demetrius|Mccosker|M|"45-49"|Academic/Educator|Divorced|"50,000-99,999"|"865 N Green St"|||"95354"|"209-669-3354"|"972-706-2064"|demetrius_mccosker@aol.com|"2015-08-27T00:00:00.000Z"|494
5467|Tammie|Shinsky|M|"35-44"|Other|Divorced|"100,000-149,999"|"77517 Garfield Ave"|||"92128"|"858-988-9600"|"65-950-7254"|tshinsky@hotmail|"2015-08-27T00:00:00.000Z"|819
5298|Maurice|Shim|"1"|"35-44"|Technical/Engineer|Divorced|"50,000-99,999"|"2678 S Santa Fe Dr"|||"20601"|"301-813-2885"|"642-219-207"|maurice@cox.net|"2010-03-17T00:00:00.000Z"|674
5695|Cinthia|Minerich|"0"|"35-44"|Clerical/Admin|Divorced|"100,000-149,999"|"558 Market St #9465"|||"60603"|"312-702-5330"|"808-323-6508"|cinthia.minerich@yahoo.com|"2010-06-20T00:00:00.000Z"|162
5483|Corinna|Shrader|"0"|"25-34"|Doctor/Health Care|Divorced|"100,000-149,999"|"84 Gifford Ave"|||"14701"|"716-542-6693"|"901-505-1120"|cshrader@shrader.com|"2012-05-07T00:00:00.000Z"|647
5368|Ladawn|Mikami|"0"|"25-34"|Technical/Engineer|Divorced|"150,000-199,999"|"3335 Austin Bluffs Pky"|||"60090"|"847-7"|"58-229-2187"|ladawn.mikami@cox.net|"2012-11-22T00:00:00.000Z"|996
5656|Chun|Shisler|"1"|"25-34"|Scientist|Divorced|"50,000-99,999"|"373 E Ridgeview St"|||"10118"|"212-841-7413"|"347-395-4494"|chun@gmail|"2009-07-12T00:00:00.000Z"|873
5724|Lakeisha|Marsiglia|"1"|"25-34"|Scientist|Divorced|> 200,000|"919 9th Ave"|||"90302"|"310-539-3138"|"886-481-1281"|lakeisha_marsiglia@marsiglia.org|"2012-08-18T00:00:00.000Z"|290
5749|Rosann|Velazques|M|"25-34"|Artist|Divorced|> 200,000|"8 Mcneill Rd"|||"11779"|"631-646-7299"|"747-238-9148"|rosann@cox|"2014-04-28T00:00:00.000Z"|782
5738|Joey|Ungerland|M|"25-34"|Programmer|Divorced|> 200,000|"81 W 15th St"|||"01721"|"508-942-6674"|"414-426-5082"|jungerland@gmail.com|"2015-06-10T00:00:00.000Z"|690
5692|Rusty|Zelenko|F|"25-34"|Executive/Managerial|Divorced|"150,000-199,999"|"447 S Ashland Ave"|||"78043"|"956-655-7758"|"888-106-2778"|""|"2013-11-10T00:00:00.000Z"|737
5658|Booker|Ulbricht|M|"56+"|Other|Divorced|> 200,000|"5 Putter Dr"|||"96720"|"808-672-9600"|"137-522-3258"|""|"2009-12-12T00:00:00.000Z"|792
5633|Paulene|Franzetti|M|"50-55"|Academic/Educator|Divorced|"100,000-149,999"|"6132 Academy St #4"|||"44092"|"440-865-1934"|"668-268-9396"|paulene@gmail.com|"2013-02-10T00:00:00.000Z"|717
5620|Jarred|Loosier|M|"35-44"|Sales/Marketing|Divorced|< 50,000|"816 W Winton Ave"|||"89511"|"775-349-7090"|"495-267-2253"|jloosier@hotmail|"2014-03-20T00:00:00.000Z"|203
5569|Season|Horgan|F|"18-24"|Academic/Educator|Divorced|> 200,000|"21 Larkfield Rd"|||"80219"|"303-385-3617"|"994-941-4524"|season.horgan@aol.com|"2008-11-27T00:00:00.000Z"|280
5563|Wilbert|Hochard|F|"25-34"|Executive/Managerial|Divorced|< 50,000|"424 S Acco Plz"|||"30062"|"770-920-9498"|"652-468-2190"|""|"2008-09-25T00:00:00.000Z"|643
5548|Inocencia|Crittle|F|"18-24"|College/Grad Student|Divorced|"150,000-199,999"|"655 Kinderkamack Rd"|||"46217"|"317-407-3088"|"618-677-1769"|inocencia@yahoo.com|"2010-11-08T00:00:00.000Z"|338
5543|Jenice|Lockner|M|"25-34"|Technical/Engineer|Divorced|"50,000-99,999"|"86201 S Dairy Ashford St"|||"49417"|"616-333-3623"|"145-12-2020"|jenice@cox.net|"2010-03-28T00:00:00.000Z"|522
5539|Winfred|Nordgren|F|"25-34"|Writer|Divorced|"150,000-199,999"|"9 N Main St"|||"60021"|"847-916-1846"|"867-716-1910"|wnordgren@cox.net|"2010-07-11T00:00:00.000Z"|816
5537|Terrance|Cunanan|F|"56+"|Academic/Educator|Divorced|"100,000-149,999"|"78353 Arapahoe Rd #16"|||"28052"|"704-574"|"457-204-4901"|tcunanan@cunanan.com|"2011-01-18T00:00:00.000Z"|651
5536|Jesse|Nater|M|"25-34"|Self-Employed|Divorced|"50,000-99,999"|"32278 Vanowen St"|||"78041"|"956-"|"353-278-8135"|jesse_nater@aol.com|"2010-12-10T00:00:00.000Z"|876
5533|Rosalina|Orman|F|"50-55"|Artist|Divorced|"150,000-199,999"|"2 E Davis St"|||"97132"|"503-870-5872"|"287-883-5022"|rosalina@cox.net|"2007-06-15T00:00:00.000Z"|898
5502|Tera|Coye|M|"25-34"|Artist|Divorced|"100,000-149,999"|"20885 E Manoa Rd"|||"99503"|"907-988-7892"|"767-426-6076"|tera.coye@coye.com|"2010-06-09T00:00:00.000Z"|638
5500|Yang|Newgard|F|"35-44"|Writer|Divorced|< 50,000|"8782 Bedford St"|||"33135"|"305-440-2220"|"630-463-641"|yang.newgard@cox.net|"2011-12-18T00:00:00.000Z"|993
5498|Kasey|Relford|F|"50-55"|Academic/Educator|Divorced|"150,000-199,999"|"65618 Hawthorne St"|||"10013"|"212-263-9280"|"679-586-6531"|kasey_relford@hotmail.com|"2013-03-17T00:00:00.000Z"|547
5406|Yolande|Hoylton|F|"35-44"|Other|Divorced|> 200,000|"6 Stelton Rd"|||"10018"|"212-857-1630"|"414-388-8178"|""|"2008-04-18T00:00:00.000Z"|866
5385|Tuan|Compau|M|"25-34"|Programmer|Divorced|> 200,000|"82 Continental Dr"|||"27409"|"336-495"|"485-397-9432"|tuan.compau@aol.com|"2011-04-22T00:00:00.000Z"|750
5313|Kasandra|Joans|M|"56+"|Other|Divorced|"100,000-149,999"|"97721 Memorial Ave #6730"|||"21228"|"410-822-1680"|"513-169-2969"|""|"2015-03-15T00:00:00.000Z"|280
5284|Brynn|Flinchum|M|"25-34"|Self-Employed|Divorced|"150,000-199,999"|"55902 A Pamalee Dr #75"|||"01608"|"508-801-6082"|"376-999-1315"|bflinchum@hotmail.com|"2014-01-23T00:00:00.000Z"|217
5686|Verlie|Everleth|M|"56+"|Self-Employed|Divorced|"50,000-99,999"|"12114 W National Ave #3"|||"07039"|"973-468-5151"|"195-466-4357"|verlie_everleth@yahoo.com|"2015-06-21T00:00:00.000Z"|458
5759|Mari|Lunderville|"0"|"25-34"|Academic/Educator|Divorced|< 50,000|"5913 41st Ave"|||"19001"|"215-509-2721"|"503-669-4150"|mlundervillegmail.com|"2015-10-15T00:00:00.000Z"|644
5314|Maudie|Lusby|"0"|"25-34"|Other|Divorced|< 50,000|"8 Hart St #1"|||"10016"|"212-242-6334"|"502-435-770"|maudie.lusby@yahoo.com|"2010-08-03T00:00:00.000Z"|587
5460|Renata|Nordes|M|"18-24"|College/Grad Student|Divorced|"100,000-149,999"|"62 E Kilbourn Ave #2"|||"07004"|"973-528-9840"|"864-506-9529"|renata_nordes@nordes|"2012-06-28T00:00:00.000Z"|323
5366|Elane|Datcher|M|"18-24"|Programmer|Divorced|< 50,000|"72 Hoyt Ave"|||"08904"|"732-614-1514"|"705-740-7452"|elane.datcher@aol.com|"2015-05-15T00:00:00.000Z"|31
5305|Roslyn|Freeburn|F|"18-24"|College/Grad Student|Divorced|"100,000-149,999"|"84281 Champlain St"|||"07950"|"973-960-9108"|"552-822-3193"|roslyn@hotmail.com|"2008-04-08T00:00:00.000Z"|336
5273|Jose|Onishi|M|"56+"|Writer|Divorced|"150,000-199,999"|"35898 Century Park E #1"|||"07502"|"973-998-4173"|"257-959-8703"|jose_onishi@gmail.com|"2010-05-22T00:00:00.000Z"|-8
5727|Evalyn|Eidinger|M|"25-34"|College/Grad Student|Divorced|> 200,000|"84993 Carlisle Blvd Ne"|||"94523"|"925-755-8480"|"976-943-3612"|""|"2013-10-21T00:00:00.000Z"|625
5688|Patricia|Farr|F|"18-24"|College/Grad Student|Divorced|"50,000-99,999"|"73 Park Pl"|||"94568"|"925-659-9075"|"690-761-5013"|pfarr@gmail|"2012-09-21T00:00:00.000Z"|138
5654|Obdulia|Haybarger|M|"25-34"|College/Grad Student|Divorced|"150,000-199,999"|"7653 S State St #91"|||"95132"|"408-616-3488"|"64-253-9471"|obdulia_haybarger@gmail.com|"2009-10-12T00:00:00.000Z"|921
5573|Sulema|Ecord|F|"35-44"|Academic/Educator|Divorced|> 200,000|"766 Montauk Blvd"|||"94107"|"415-432-1750"|"75-907-2981"|sulema_ecordecord.org|"2014-04-13T00:00:00.000Z"|823
5523|Gregg|Dolberry|M|"35-44"|Other|Divorced|"100,000-149,999"|"572 San Fernando Rd #1"|||"93291"|"559-526-5410"|"306-753-1021"|gregg.dolberry@gmail.com|"2013-04-12T00:00:00.000Z"|31
5495|Karyl|Justis|F|"18-24"|College/Grad Student|Divorced|"150,000-199,999"|"435 Swarthmore Ave #4986"|||"90063"|"323-927-9254"|"122-14-5669"|karyl.justis@justis.org|"2016-04-08T00:00:00.000Z"|222
5440|Kyoko|Legoullon|F|"45-49"|Artist|Divorced|> 200,000|"39 W 19th St"|||"91733"|"626-327-4550"|"798-857-9634"|kyoko.legoullon@hotmail.com|"2008-08-25T00:00:00.000Z"|733
5733|Season|Vaksman|"1"|"25-34"|College/Grad Student|Divorced|> 200,000|"3252 Junction Hwy #7835"|||"11216"|"718-980-1716"|"605-773-589"|season_vaksman@yahoo.com|"2010-06-24T00:00:00.000Z"|167
5666|Suellen|Newhouse|"1"|"18-24"|Self-Employed|Divorced|< 50,000|"53 Dupont St"|||"65026"|"573-643-7796"|"134-41-8587"|snewhouse@yahoo.com|"2013-12-20T00:00:00.000Z"|121
5601|Stefani|Nace|"1"|"35-44"|Academic/Educator|Divorced|< 50,000|"94069 W 2nd St"|||"77301"|"936-654-1969"|"970-903-3085"|stefani.nace@aol.com|"2007-05-20T00:00:00.000Z"|94
5586|Sang|Yeary|"1"|"35-44"|Writer|Divorced|> 200,000|"5 S Fannin Ave #915"|||"71109"|"318-381-8247"|"45-525-6866"|sang_yeary@cox.net|"2008-07-22T00:00:00.000Z"|412
5398|Ora|Uzelac|M|"56+"|Technical/Engineer|Divorced|"100,000-149,999"|"48 Commercial Dr"|||"90035"|"310-476-2303"|"743-57-9910"|orahotmail.com|"2010-08-15T00:00:00.000Z"|67
5288|Hilde|Emmert|M|"56+"|Retired|Divorced|"150,000-199,999"|"7776 E Gabilan St"|||"93101"|"805-701-6151"|"494-694-468"|hilde|"2008-12-08T00:00:00.000Z"|945
5736|Marissa|Cochis|"1"|"25-34"|Academic/Educator|Divorced|"100,000-149,999"|"962 Robinson Rd #602"|||"44707"|"330-998-3880"|"430-950-6267"|marissa_cochis@cox.net|"2012-04-25T00:00:00.000Z"|944
5714|Mac|Nimox|"1"|"35-44"|Artist|Divorced|"100,000-149,999"|"2 Tate Rd"|||"02360"|"508-948-8094"|"533-680-8714"|mnimox@nimox.com|"2008-06-11T00:00:00.000Z"|797
5517|Malissa|Dewaters|"1"|"56+"|Other|Divorced|"50,000-99,999"|"4 Breen Dr #19"|||"43140"|"740-476-7776"|"330-277-1218"|mdewaters@dewaters.com|"2015-06-23T00:00:00.000Z"|404
5429|Carolann|Jeantet|"0"|"25-34"|Academic/Educator|Divorced|"100,000-149,999"|"6818 Pillsbury Ave"|||"19382"|"610-415-2961"|"835-176-3915"|cjeantet@jeantet.org|"2010-05-21T00:00:00.000Z"|362
5349|Chang|Crook|"0"|"50-55"|Artist|Divorced|"50,000-99,999"|"182 Ralph Ct #65"|||"80210"|"303-498-4129"|"685-602-6773"|""|"2007-05-08T00:00:00.000Z"|590
5290|Alfonzo|Cassara|"0"|"18-24"|College/Grad Student|Divorced|< 50,000|"49 Century Park E"|||"27601"|"919-431-3492"|"916-472-7425"|acassara@cassara.org|"2011-07-14T00:00:00.000Z"|777
5499|Janell|Havice|"0"|"25-34"|Unemployeed|Divorced|"150,000-199,999"|"8020 Downey Ave"|||"19104"|"215-631-2835"|"926-649-8823"|janell_havice@cox|"2008-09-23T00:00:00.000Z"|595
5758|Jaunita|Ozaeta|"0"|"50-55"|Academic/Educator|Divorced|> 200,000|"85737 Winn St"|||"08609"|"609-728-2758"|"572-244-3287"|""|"2013-09-19T00:00:00.000Z"|843
5636|Alysha|Croslin|"1"|"25-34"|Executive/Managerial|Divorced|< 50,000|"675 Westbranch Dr"|||"61265"|"309-266-6296"|"86-907-5036"|acroslin@hotmail.com|"2012-12-28T00:00:00.000Z"|823
5519|Collin|Resendes|"1"|"35-44"|Scientist|Divorced|> 200,000|"601 S Michigan St"|||"77003"|"713-808-8720"|"348-982-3059"|cresendes@gmail.com|"2015-04-23T00:00:00.000Z"|568
5504|Colby|Youngers|"1"|"45-49"|Executive/Managerial|Divorced|"150,000-199,999"|"7223 States St"|||"48116"|"810-2"|"649-321-4264"|colby_youngers@hotmail.com|"2016-02-07T00:00:00.000Z"|433
5472|America|Nitta|"1"|"35-44"|Academic/Educator|Divorced|"100,000-149,999"|"8 10th St W #75"|||"45202"|"513-504-5771"|"121-251-8191"|america_nittahotmail.com|"2015-06-02T00:00:00.000Z"|805
5447|Louanne|Liedke|"1"|"45-49"|Artist|Divorced|"50,000-99,999"|"7 Suffolk Ave"|||"80219"|"303-805-2340"|"240-930-1294"|louanne.liedke@hotmail.com|"2009-09-01T00:00:00.000Z"|122
5365|Louvenia|Rumberger|"1"|"18-24"|Programmer|Divorced|< 50,000|"80 Industrial Blvd #2"|||"21210"|"410-687-9583"|"479-235-7131"|lrumberger@yahoo.com|"2016-03-17T00:00:00.000Z"|319
5581|Lorene|Frieling|"1"|"25-34"|Other|Divorced|"50,000-99,999"|"28779 Congers Rd"|||"92101"|"619-236-5499"|"954-709-8167"|lorene_frieling@frieling.org|"2012-03-19T00:00:00.000Z"|687
5774|||M|"18-24"|College/Grad Student|Divorced|"100,000-149,999"|"8127 N Interstate 35"|||"70116"|"504-864-9136"|"252-79-8149"|twinterbottom|"2012-12-18T00:00:00.000Z"|246
5717|||M|"25-34"|Other|Divorced|"150,000-199,999"|"25 Commerce Way"|||"76708"|"254-341-9828"|"224-459-5049"|jonnie|"2012-05-13T00:00:00.000Z"|117
5697|||M|"25-34"|Other|Divorced|"150,000-199,999"|"59838 W Garden St"|||"06511"|"203-900-3331"|"967-914-4221"|pauletta.portnoy@portnoy.com|"2010-07-29T00:00:00.000Z"|685
5622|||M|"35-44"|Scientist|Divorced|"150,000-199,999"|"5053 E 29th St"|||"06492"|"203-752-9137"|"181-308-6389"|elayne@aol.com|"2014-01-19T00:00:00.000Z"|48
5572|||F|"25-34"|College/Grad Student|Divorced|< 50,000|"539 W Central Ave"|||"06410"|"203-679-6310"|"50-809-7746"|richard_testen@cox.net|"2012-11-03T00:00:00.000Z"|17
5416|||F|"25-34"|Customer Service|Divorced|> 200,000|"39280 Fishers Ln #63"|||"10011"|"212-200-5016"|"913-579-3499"|rwhiteman@hotmail.com|"2009-02-12T00:00:00.000Z"|666
5409|||M|"45-49"|Academic/Educator|Divorced|"150,000-199,999"|"230 W 4th Ave"|||"34748"|"352-369-1921"|"491-670-2315"|kylee_tomidy@aol.com|"2016-02-08T00:00:00.000Z"|157
5359|||M|"18-24"|Self-Employed|Divorced|> 200,000|"263 Hemmingway Dr"|||"06517"|"203-567-4864"|"562-410-5688"|danita.alexiou@yahoo.com|"2016-03-22T00:00:00.000Z"|5
5342|||F|"35-44"|Executive/Managerial|Divorced|"150,000-199,999"|"903 N Marquette St"|||"11042"|"516-526-9504"|"65-39-9290"|dorinda_wildhaber@gmail.com|"2009-11-29T00:00:00.000Z"|348
5300|||M|"25-34"|Writer|Divorced|"150,000-199,999"|"9 Main St"|||"20879"|"301-548-6455"|"541-690-1466"|dwishard@cox.net|"2011-01-17T00:00:00.000Z"|597
5671|||M|"25-34"|Academic/Educator|Divorced|"100,000-149,999"|"91 Rancho Conejo Blvd"|||"08550"|"609-467-6122"|"168-777-3330"|hiram.abdelal@abdelal.com|"2014-10-15T00:00:00.000Z"|148
5466|||M|"25-34"|Programmer|Divorced|> 200,000|"2303 S Maryland Pky #1084"|||"07059"|"908-669-1907"|"147-159-6652"|vashti@gmail.com|"2015-12-13T00:00:00.000Z"|121
5320|||F|"18-24"|Customer Service|Divorced|> 200,000|"1 Filmore Pl"|||"07524"|"973-724-9967"|"522-88-3416"|winnifred_turntine@yahoo.com|"2012-07-12T00:00:00.000Z"|771
5760|||M|"18-24"|Programmer|Divorced|< 50,000|"74 Harwin Dr"|||"94583"|"925-633"|"59-830-6277"|billye.adamcik@adamcik.com|"2010-07-07T00:00:00.000Z"|603
5549|||F|"50-55"|Homemaker|Divorced|< 50,000|"300 Nebel St #4252"|||"90039"|"323"|"429-722-3726"|berniece|"2010-05-25T00:00:00.000Z"|799
5475|||"1"|"25-34"|College/Grad Student|Divorced|> 200,000|"13 Old Columbia Pike"|||"60607"|"312-3"|"865-257-9705"|shae_artale@artale.org|"2011-12-14T00:00:00.000Z"|297
5422|||"1"|"50-55"|Executive/Managerial|Divorced|"150,000-199,999"|"264 E Conestoga Rd"|||"10018"|"212-8"|"636-703-1915"|swickline@wickline.org|"2010-01-09T00:00:00.000Z"|405
5326|||M|"25-34"|Artist|Divorced|< 50,000|"157 W 38th St #3"|||"91436"|"818-950-1406"|"256-790-3723"|ewedge@gmail.com|"2012-12-04T00:00:00.000Z"|56
5612|||"0"|"25-34"|Academic/Educator|Divorced|"100,000-149,999"|"585 Stevenson St"|||"91311"|"818-288-8"|"249-323-4362"|chantellgmail.com|"2010-07-26T00:00:00.000Z"|816
5672|||"0"|"25-34"|College/Grad Student|Divorced|> 200,000|"60248 Prince St"|||"19438"|"215-267-9999"|"432-996-1823"|leonie@gmail.com|"2010-12-10T00:00:00.000Z"|709
5401|||"0"|"18-24"|Academic/Educator|Divorced|"50,000-99,999"|"56885 S Jefferson St"|||"94568"|"925-864-4584"|"199-208-2160"|jerry@yahoo.com|"2013-09-17T00:00:00.000Z"|154
5707|||"1"|"25-34"|Programmer|Divorced|< 50,000|"62113 S State Rt 17"|||"40160"|"270-765-1758"|"838-535-6379"|lanselmo@aol.com|"2007-08-24T00:00:00.000Z"|381
5762|Simona|Bisio|F|"35-44"|Doctor/Health Care|Divorced|"100,000-149,999"|"655 W Milling St"|||"49120"|"269-407-1860"|"685-457-3611"|simona.bisio@cox.net|"2007-10-25T00:00:00.000Z"|270
5661|Dominque|Braley|F|"25-34"|Scientist|Divorced|> 200,000|"10 Campbell St"|||"97701"|"541-957-8767"|"922-260-5938"|dominque|"2014-06-17T00:00:00.000Z"|676
5621|Ilda|Grawburg|M|"25-34"|Executive/Managerial|Divorced|"100,000-149,999"|"1 30w W"|||"02914"|"401-310-1748"|"269-372-5324"|ilda.grawburg@grawburg.com|"2010-03-28T00:00:00.000Z"|931
5615|Hilda|Baillet|M|"35-44"|Executive/Managerial|Divorced|> 200,000|"74 Regal Pky"|||"19443"|"215-443-2376"|"158-434-6902"|hilda.baillet@baillet.com|"2011-01-01T00:00:00.000Z"|446
5503|Rosalva|Bonano|F|"25-34"|Homemaker|Divorced|> 200,000|"3971 S 1st St"|||"78753"|"512-761-6606"|"528-79-2836"|rosalva_bonanoyahoo.com|"2012-06-13T00:00:00.000Z"|518
5432|Rochelle|Blauser|M|"56+"|Retired|Divorced|> 200,000|"411 York Rd"|||"20005"|"202-740-1769"|"350-42-242"|rochelle.blauser@blauser.com|"2013-12-18T00:00:00.000Z"|763
5421|Elise|Benne|M|"35-44"|Technical/Engineer|Divorced|< 50,000|"83820 6th Ave"|||"88101"|"505-428-8257"|"105-780-8037"|elise@benne.com|"2007-12-13T00:00:00.000Z"|820
5352|Rickie|Baffuto|F|"35-44"|Customer Service|Divorced|"150,000-199,999"|"6 Garfield Ave"|||"37388"|"931-38"|"909-391-7742"|rickie@cox.net|"2015-11-11T00:00:00.000Z"|465
5321|Janette|Blanchet|M|"25-34"|College/Grad Student|Divorced|"50,000-99,999"|"64019 County Road 579"|||"49456"|"616-742-8927"|"525-709-1755"|janette_blanchetaol.com|"2011-05-21T00:00:00.000Z"|834
5272|Kenna|Burrell|M|"25-34"|Executive/Managerial|Divorced|< 50,000|"54575 W 30th St"|||"14614"|"585-671-8814"|"861-670-73"|kenna.burrell@cox.net|"2014-10-02T00:00:00.000Z"|789
5309|Janise|Gentsy|M|"25-34"|Other|Divorced|"100,000-149,999"|"26978 New Rd"|||"08876"|"908-238-1686"|"817-766-1163"|jgentsy@hotmail.com|"2010-08-21T00:00:00.000Z"|683
5643|Parker|Babson|F|"35-44"|Academic/Educator|Divorced|"150,000-199,999"|"6595 S Main Rd"|||"95008"|"408-396-3031"|"799-770-7051"|parker|"2010-07-12T00:00:00.000Z"|953
5492|Kathleen|Boline|M|"18-24"|College/Grad Student|Divorced|< 50,000|"42711 Mccarter Hwy"|||"95111"|"408-241-8800"|"488-94-4094"|kathleen_boline@yahoo.com|"2010-10-21T00:00:00.000Z"|284
5458|Tori|Gillilan|F|"18-24"|Artist|Divorced|"150,000-199,999"|"216 Airline Dr"|||"90280"|"323-947-7367"|"97-430-1395"|""|"2008-09-15T00:00:00.000Z"|845
5373|Tierra|Bertolino|M|"18-24"|Programmer|Divorced|"100,000-149,999"|"27842 Wall St"|||"92509"|"951-9"|"347-644-5341"|tierra@aol.com|"2007-12-25T00:00:00.000Z"|844
5484|Maribeth|Glab|"1"|"45-49"|Technical/Engineer|Divorced|"50,000-99,999"|"68 W Monroe St #2467"|||"44104"|"216-216-8906"|"678-353-4219"|maribeth|"2008-06-05T00:00:00.000Z"|429
5435|Mitchell|Broadway|"1"|"45-49"|Tradesman/Craftsman|Divorced|> 200,000|"54 S Clinton Ave"|||"30341"|"770-257-6988"|"158-13-6021"|mitchell.broadway@gmail.com|"2007-09-22T00:00:00.000Z"|-2
5330|Crystal|Broglie|"0"|"25-34"|Other|Divorced|< 50,000|"708 Germantown Ave"|||"19114"|"215-713-3621"|"271-983-451"|cbroglie@aol.com|"2008-01-28T00:00:00.000Z"|892
5364|Jade|Buday|"0"|"25-34"|Clerical/Admin|Divorced|"150,000-199,999"|"261 E Lake Blvd"|||"64030"|"816-780-4924"|"197-278-514"|jade_buday@gmail.com|"2008-09-24T00:00:00.000Z"|483
5771|Latonya|Borgelt|"1"|"25-34"|Executive/Managerial|Divorced|"100,000-149,999"|"7 Hayward St #6"|||"60103"|"630-310-4167"|"915-40-5906"|latonya@aol.com|"2013-07-26T00:00:00.000Z"|540
5532|Cecily|Bleyer|"1"|"25-34"|Technical/Engineer|Divorced|"100,000-149,999"|"56072 8th Ave #9"|||"43078"|"937-235-7672"|"488-691-5366"|cecily.bleyer@bleyer.com|"2009-03-27T00:00:00.000Z"|877
5765|Adriene|Buono|"1"|"25-34"|Lawyer|Divorced|< 50,000|"8 Germantown Ave"|||"92653"|"949-521-7385"|"221-41-4540"|""|"2013-05-16T00:00:00.000Z"|502
5679|Constance|Bulinski|"1"|"35-44"|Artist|Divorced|"150,000-199,999"|"1587 Leonis Blvd"|||"95376"|"209-461-3088"|"826-626-6002"|constance.bulinski@aol.com|"2009-03-04T00:00:00.000Z"|592
5646|Lamont|Bechtold|"1"|"18-24"|College/Grad Student||"150,000-199,999"|"11910 First State Blvd"|||"11103"|"718-781-2994"|"530-228-545"|lamont.bechtold@gmail.com|"2010-01-07T00:00:00.000Z"|480
5593|Leeann|Balmes|"1"|"50-55"|Self-Employed||"150,000-199,999"|"71103 State Route 22"|||"44125"|"216-738-2034"|"24-942-7007"|leeann_balmes@balmes.com|"2008-05-16T00:00:00.000Z"|690
5553|Luke|Brinkmann|"1"|"35-44"|Clerical/Admin||"50,000-99,999"|"23298 Highway 71 S #827"|||"80203"|"303-660-7569"|"227-895-6812"|luke_brinkmann@aol.com|"2011-08-07T00:00:00.000Z"|372
5374|Chau|Beshears|"1"|"35-44"|Executive/Managerial||"50,000-99,999"|"9592 First State Blvd"|||"10028"|"212-384-3478"|"817-312-1540"|chau@beshears.org|"2007-01-13T00:00:00.000Z"|551
5369|Anastasia|Bascomb|"1"|"25-34"|Scientist||"150,000-199,999"|"964 Herndon Ave"|||"30907"|"706-392-3414"|"111-479-3295"|anastasia_bascomb@bascomb|"2009-08-15T00:00:00.000Z"|443
5285|Catherina|Beras|"1"|"18-24"|College/Grad Student||< 50,000|"9 Market St"|||"90067"|"310-916-4790"|"623-438-927"|cberas@beras|"2013-03-02T00:00:00.000Z"|667
5265|Judy|Rather|M|"45-49"|Academic/Educator||< 50,000|"14 34th Ave"|||"19032"|"610-278-1811"|"949-119-1640"|jrather@rather.org|"2010-06-23T00:00:00.000Z"|463
5259|Donna|Derosby|M|"25-34"|Doctor/Health Care|Married|"100,000-149,999"|"90 E 29th St"|||"48071"|"248-619-9666"|"152-754-3401"|dderosby@yahoo|"2015-07-06T00:00:00.000Z"|937
5254|Jasmine|Velaquez|M|"18-24"|College/Grad Student|Married|"50,000-99,999"|"8 Route 38"|||"97015"|"503-408-5605"|"988-765-6103"|jasmine.velaquez@aol.com|"2015-05-17T00:00:00.000Z"|315
5227|Haywood|Labadie|M|"18-24"|K-12 Student|Married|< 50,000|"82 E Jackson St"|||"59102"|"406-287-7817"|"684-770-7988"|haywood.labadie@yahoo.com|"2012-07-20T00:00:00.000Z"|-5
5199|Paula|Overbay|F|"25-34"|Academic/Educator|Married|"100,000-149,999"|"15427 Eastman Ave #935"|||"47274"|"812-255-8251"|"935-170-7225"|paula.overbay@gmail.com|"2008-04-14T00:00:00.000Z"|567
5188|Roxanna|Iskra|F|"35-44"|Homemaker|Married|"50,000-99,999"|"1 Mileed Way #52"|||"19610"|"610-523-1038"|"630-421-1159"|roxanna_iskra@aol.com|"2011-01-08T00:00:00.000Z"|158
5180|Terese|Landsaw|M|"35-44"|Lawyer|Married|"100,000-149,999"|"98686 Rockefeller Plz"|||"44805"|"419-308-5520"|"848-627-6588"|terese.landsaw@aol.com|"2013-05-24T00:00:00.000Z"|457
